Year,Exporter,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2022,United States,North America,NATO,Yes,Qatar,Middle East & North Africa,Small Arms & Light Weapons,Sniper System,Offensive,30.8,23,Offset Agreement,Yes,26,60857,6.7,1.9,No,No,High,1.0,Accelerating,No,Medium
2021,France,Europe & Central Asia,NATO,Yes,Kazakhstan,Europe & Central Asia,Naval Vessels,Corvette,Offensive,579.3,5,Bilateral Defence Pact,No,57,10381,4.7,2.2,No,No,High,1.5,Stable,No,High
2007,United States,North America,NATO,Yes,South Korea,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,372.5,126,Government-to-Government,No,36,31047,6.8,7.8,Yes,Yes,Low,6.0,Stable,No,Medium
2023,United States,North America,NATO,Yes,Taiwan,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,755.4,1,Government-to-Government,No,46,32055,5.4,7.9,Yes,Yes,Low,2.6,Stable,No,Medium
2024,Israel,Middle East & North Africa,Non-NATO Ally,No,Colombia,Latin America & Caribbean,Combat Aircraft,Multi-Role Aircraft,Offensive,133.2,1,Direct Commercial Sale,Yes,37,6714,4.4,6.3,Yes,No,Medium,4.7,Accelerating,No,High
2014,United Kingdom,Europe & Central Asia,NATO,Yes,Australia,East Asia & Pacific,Sensors & Electronics,Targeting Pod,Offensive,17.3,118,Direct Commercial Sale,Yes,25,56537,8.4,9.3,No,No,Medium,1.3,Stable,No,Low
2021,China,East Asia & Pacific,Non-Aligned,Yes,South Korea,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,81.9,2,Foreign Military Sales (FMS),Yes,33,32303,6.9,8.2,Yes,Yes,Low,4.7,Stable,No,High
2019,Germany,Europe & Central Asia,NATO,No,Australia,East Asia & Pacific,Small Arms & Light Weapons,Grenade Launcher Batch,Offensive,37.8,25,Government-to-Government,Yes,23,57000,8.2,9.2,No,No,Medium,1.6,Stable,No,Low
2007,United States,North America,NATO,Yes,India,South Asia,Missiles & Air Defence,MANPADS,Defensive,52.3,1,Bilateral Defence Pact,Yes,44,2429,4.9,5.5,Yes,Yes,Low,3.5,Stable,No,High
2019,France,Europe & Central Asia,NATO,Yes,South Korea,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,103.8,196,Bilateral Defence Pact,Yes,6,32211,6.3,8.3,Yes,Yes,Low,3.8,Stable,No,Medium
2023,Germany,Europe & Central Asia,NATO,No,Poland,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,244.9,59,Bilateral Defence Pact,No,59,17584,6.5,7.9,Yes,No,Low,3.7,Accelerating,No,Medium
2016,United Kingdom,Europe & Central Asia,NATO,Yes,Romania,Europe & Central Asia,Naval Vessels,Corvette,Offensive,229.8,47,Offset Agreement,No,43,14605,5.3,6.6,Yes,No,Low,4.9,Stable,No,High
2018,Israel,Middle East & North Africa,Non-NATO Ally,No,Angola,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,456.8,102,Bilateral Defence Pact,No,66,2834,3.3,2.7,No,No,High,1.7,Stable,No,Medium
2013,Russia,Europe & Central Asia,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Helicopters,Naval Helicopter,Defensive,31.2,11,Bilateral Defence Pact,No,35,2536,4.6,2.9,No,No,High,1.6,Accelerating,No,Medium
2016,United States,North America,NATO,Yes,India,South Asia,Naval Vessels,Patrol Boat,Defensive,278.9,2,Offset Agreement,No,35,2506,5.1,6.3,Yes,Yes,Low,4.5,Accelerating,No,High
2010,Turkey,Europe & Central Asia,NATO,No,Angola,Sub-Saharan Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,491.2,8,Bilateral Defence Pact,No,65,2487,4.0,2.8,No,No,High,2.8,Accelerating,No,High
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Philippines,East Asia & Pacific,Naval Vessels,Corvette,Offensive,236.6,30,Bilateral Defence Pact,No,57,3349,4.6,6.0,Yes,Yes,Low,2.8,Accelerating,No,High
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,91.3,36,Multilateral Programme,Yes,7,9915,4.7,2.8,No,No,High,1.9,Stable,No,Medium
2024,Italy,Europe & Central Asia,NATO,No,Bangladesh,South Asia,Combat Aircraft,Fighter Jet,Offensive,582.6,38,Direct Commercial Sale,No,70,2639,4.8,5.0,No,No,Low,2.7,Accelerating,No,Medium
2022,United States,North America,NATO,Yes,Thailand,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,627.8,7,Bilateral Defence Pact,No,38,7006,4.4,5.8,No,No,Low,2.1,Declining,No,Medium
2015,Germany,Europe & Central Asia,NATO,No,Indonesia,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,17.4,17,Offset Agreement,Yes,11,4518,4.6,6.1,No,Yes,Medium,1.4,Accelerating,No,High
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Morocco,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,31.3,199,Government-to-Government,No,12,3689,6.4,4.2,No,Yes,Medium,0.8,Accelerating,No,Medium
2014,China,East Asia & Pacific,Non-Aligned,Yes,Algeria,Middle East & North Africa,Artillery & Ammunition,Guided Munitions,Offensive,33.0,69,Foreign Military Sales (FMS),No,11,4139,4.2,3.3,Yes,Yes,High,3.4,Stable,No,High
2019,China,East Asia & Pacific,Non-Aligned,Yes,Peru,Latin America & Caribbean,Artillery & Ammunition,Guided Munitions,Offensive,28.8,54,Bilateral Defence Pact,No,8,7000,3.7,6.6,No,No,Medium,2.6,Declining,No,Low
2016,South Korea,East Asia & Pacific,Non-NATO Ally,No,Chile,Latin America & Caribbean,Combat Aircraft,Trainer/Light Combat,Defensive,315.7,134,Direct Commercial Sale,No,33,13892,7.5,8.1,No,No,Medium,2.6,Stable,No,Low
2020,China,East Asia & Pacific,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,476.8,7,Bilateral Defence Pact,Yes,35,4104,2.2,5.1,Yes,Yes,Low,3.8,Accelerating,No,High
2011,United Kingdom,Europe & Central Asia,NATO,Yes,Vietnam,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,180.2,35,Offset Agreement,Yes,29,3541,5.9,1.6,No,Yes,Low,1.6,Declining,No,Medium
2008,Germany,Europe & Central Asia,NATO,No,Norway,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,912.1,81,Multilateral Programme,No,53,81846,9.3,9.5,No,No,High,1.4,Stable,No,Low
2020,Spain,Europe & Central Asia,NATO,No,Thailand,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,174.2,120,Bilateral Defence Pact,No,47,6008,4.7,5.0,No,No,Low,2.7,Stable,No,Medium
2020,France,Europe & Central Asia,NATO,Yes,Bangladesh,South Asia,Combat Aircraft,Trainer/Light Combat,Defensive,232.1,1,Government-to-Government,No,24,2490,4.3,4.1,No,No,Low,2.8,Stable,No,Medium
2015,United States,North America,NATO,Yes,Iraq,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,16.3,23,Foreign Military Sales (FMS),No,35,4729,1.6,3.5,Yes,Yes,High,5.3,Declining,No,High
2006,Russia,Europe & Central Asia,Non-Aligned,Yes,India,South Asia,Small Arms & Light Weapons,ATGM,Offensive,7.1,11,Bilateral Defence Pact,No,26,2515,5.9,6.2,Yes,Yes,Low,3.5,Stable,No,High
2012,China,East Asia & Pacific,Non-Aligned,Yes,Poland,Europe & Central Asia,Artillery & Ammunition,Guided Munitions,Offensive,14.9,65,Multilateral Programme,No,18,17147,7.1,7.5,Yes,No,Low,5.4,Accelerating,No,Medium
2007,Turkey,Europe & Central Asia,NATO,No,South Korea,East Asia & Pacific,Naval Vessels,Corvette,Offensive,219.8,2,Direct Commercial Sale,No,68,34067,6.6,7.4,Yes,Yes,Low,3.2,Declining,No,High
2018,South Korea,East Asia & Pacific,Non-NATO Ally,No,Ethiopia,Sub-Saharan Africa,Armoured Vehicles,MRAP,Defensive,47.7,60,Multilateral Programme,Yes,29,1031,2.0,3.3,Yes,Yes,Low,2.6,Declining,No,High
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Kenya,Sub-Saharan Africa,Missiles & Air Defence,Cruise Missile,Offensive,57.2,1,Offset Agreement,Yes,22,1869,4.5,5.7,Yes,No,Low,3.8,Stable,No,Medium
2009,China,East Asia & Pacific,Non-Aligned,Yes,Norway,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,848.4,92,Offset Agreement,No,39,83292,8.4,9.5,No,No,High,3.0,Declining,No,Low
2010,France,Europe & Central Asia,NATO,Yes,Peru,Latin America & Caribbean,Helicopters,Transport Helicopter,Defensive,94.8,1,Foreign Military Sales (FMS),No,32,7520,4.1,6.2,No,No,Medium,1.3,Stable,No,Low
2023,Germany,Europe & Central Asia,NATO,No,Taiwan,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,424.5,196,Bilateral Defence Pact,No,26,34458,5.7,8.2,Yes,Yes,Low,3.8,Stable,No,High
2023,Turkey,Europe & Central Asia,NATO,No,Taiwan,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,33.7,25,Bilateral Defence Pact,Yes,6,29963,6.3,7.9,Yes,Yes,Low,2.8,Declining,No,Medium
2013,Turkey,Europe & Central Asia,NATO,No,Qatar,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,68.2,136,Foreign Military Sales (FMS),No,15,54526,6.7,2.7,No,No,High,2.8,Stable,No,Low
2011,Russia,Europe & Central Asia,Non-Aligned,Yes,Colombia,Latin America & Caribbean,Armoured Vehicles,IFV,Offensive,52.1,110,Foreign Military Sales (FMS),No,29,6051,3.8,6.5,Yes,No,Medium,3.6,Stable,No,High
2018,France,Europe & Central Asia,NATO,Yes,Philippines,East Asia & Pacific,Naval Vessels,Submarine,Offensive,264.4,4,Foreign Military Sales (FMS),No,26,3792,4.4,6.3,Yes,Yes,Low,6.0,Accelerating,No,High
2011,Russia,Europe & Central Asia,Non-Aligned,Yes,Qatar,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,1225.3,79,Foreign Military Sales (FMS),No,39,57438,6.7,2.6,No,No,High,1.0,Stable,No,Medium
2021,United States,North America,NATO,Yes,South Korea,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,172.6,26,Direct Commercial Sale,No,35,28414,6.8,7.4,Yes,Yes,Low,2.7,Accelerating,No,Medium
2008,Israel,Middle East & North Africa,Non-NATO Ally,No,Philippines,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,470.4,166,Direct Commercial Sale,No,38,3612,4.4,6.0,Yes,Yes,Low,4.3,Accelerating,No,High
2023,United States,North America,NATO,Yes,Indonesia,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,149.0,22,Bilateral Defence Pact,No,46,4386,4.9,6.7,No,Yes,Medium,2.9,Accelerating,No,Medium
2023,Israel,Middle East & North Africa,Non-NATO Ally,No,Ethiopia,Sub-Saharan Africa,Artillery & Ammunition,Mortar System,Offensive,32.9,188,Direct Commercial Sale,Yes,6,1018,2.1,2.6,Yes,Yes,Low,4.5,Accelerating,No,High
2014,Russia,Europe & Central Asia,Non-Aligned,Yes,Thailand,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,33.4,9,Bilateral Defence Pact,No,9,7092,4.5,5.3,No,No,Low,3.0,Declining,No,Medium
2021,United States,North America,NATO,Yes,Philippines,East Asia & Pacific,Armoured Vehicles,APC,Defensive,72.5,185,Bilateral Defence Pact,No,14,3448,5.1,5.8,Yes,Yes,Low,5.3,Stable,No,Medium
2016,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Naval Vessels,Submarine,Offensive,546.0,1,Bilateral Defence Pact,No,50,18449,7.1,7.2,Yes,No,Low,3.9,Stable,No,Medium
2017,United States,North America,NATO,Yes,Saudi Arabia,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,6.1,18,Direct Commercial Sale,Yes,24,21188,5.0,2.2,Yes,No,High,6.0,Accelerating,No,High
2019,Germany,Europe & Central Asia,NATO,No,Greece,Europe & Central Asia,Missiles & Air Defence,Cruise Missile,Offensive,322.8,3,Government-to-Government,No,28,20621,6.6,7.3,Yes,Yes,Low,4.2,Stable,No,High
2014,South Korea,East Asia & Pacific,Non-NATO Ally,No,Kenya,Sub-Saharan Africa,Artillery & Ammunition,MLRS,Offensive,52.6,55,Government-to-Government,Yes,12,1956,4.4,5.8,Yes,No,Low,2.9,Declining,No,Medium
2021,United States,North America,NATO,Yes,Romania,Europe & Central Asia,Naval Vessels,Patrol Boat,Defensive,364.1,132,Foreign Military Sales (FMS),No,36,16278,5.7,6.7,Yes,No,Low,5.5,Accelerating,No,High
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Naval Vessels,Frigate,Offensive,412.0,120,Bilateral Defence Pact,No,25,34127,5.7,8.5,Yes,Yes,Low,4.8,Accelerating,No,High
2021,France,Europe & Central Asia,NATO,Yes,Algeria,Middle East & North Africa,Missiles & Air Defence,MANPADS,Defensive,74.2,1,Foreign Military Sales (FMS),No,32,3861,3.8,2.8,Yes,Yes,High,2.7,Accelerating,No,High
2011,Germany,Europe & Central Asia,NATO,No,Japan,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,345.0,11,Foreign Military Sales (FMS),No,48,42718,8.3,8.7,No,Yes,Low,2.6,Accelerating,No,Medium
2022,United Kingdom,Europe & Central Asia,NATO,Yes,Morocco,Middle East & North Africa,Sensors & Electronics,EW Suite,Defensive,67.2,15,Bilateral Defence Pact,Yes,20,3254,5.9,3.1,No,Yes,Medium,2.3,Accelerating,No,Medium
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Philippines,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,8.6,3,Offset Agreement,Yes,24,3517,5.1,5.8,Yes,Yes,Low,3.0,Stable,No,High
2019,Russia,Europe & Central Asia,Non-Aligned,Yes,Colombia,Latin America & Caribbean,Missiles & Air Defence,SAM System,Defensive,141.0,63,Bilateral Defence Pact,No,24,6584,4.5,6.2,Yes,No,Medium,5.9,Stable,No,Medium
2018,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Artillery & Ammunition,Mortar System,Offensive,17.1,1,Government-to-Government,Yes,8,14236,7.1,8.0,No,No,Medium,2.0,Stable,No,Low
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Greece,Europe & Central Asia,Sensors & Electronics,Radar System,Defensive,50.8,18,Bilateral Defence Pact,No,18,19775,6.9,7.9,Yes,Yes,Low,4.2,Accelerating,No,High
2016,China,East Asia & Pacific,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,113.3,26,Multilateral Programme,Yes,40,3856,5.5,2.0,No,Yes,Low,2.0,Accelerating,No,Medium
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,1079.5,46,Bilateral Defence Pact,Yes,71,58545,9.2,8.9,No,No,Medium,0.9,Declining,No,Low
2019,United Kingdom,Europe & Central Asia,NATO,Yes,Peru,Latin America & Caribbean,Artillery & Ammunition,Mortar System,Offensive,40.5,3,Foreign Military Sales (FMS),No,26,7375,4.0,6.5,No,No,Medium,2.2,Declining,No,Medium
2019,China,East Asia & Pacific,Non-Aligned,Yes,Poland,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,101.5,70,Government-to-Government,No,7,16279,7.7,7.4,Yes,No,Low,2.6,Accelerating,No,Medium
2016,Turkey,Europe & Central Asia,NATO,No,Egypt,Middle East & North Africa,Armoured Vehicles,APC,Defensive,39.1,1,Government-to-Government,No,28,3294,3.9,2.7,Yes,No,Medium,6.4,Stable,No,Medium
2022,United Kingdom,Europe & Central Asia,NATO,Yes,Romania,Europe & Central Asia,Missiles & Air Defence,MANPADS,Defensive,311.8,4,Direct Commercial Sale,No,18,14750,5.8,7.0,Yes,No,Low,6.5,Stable,No,Medium
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,727.5,1,Foreign Military Sales (FMS),Yes,54,31322,6.3,8.7,Yes,Yes,Low,5.4,Stable,No,Medium
2021,United States,North America,NATO,Yes,Algeria,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,233.2,17,Government-to-Government,No,31,3974,3.9,3.5,Yes,Yes,High,4.6,Declining,No,High
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,44.8,11,Offset Agreement,Yes,28,4223,1.9,5.6,Yes,Yes,Low,5.1,Stable,Yes,High
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Colombia,Latin America & Caribbean,Combat Aircraft,Multi-Role Aircraft,Offensive,513.8,1,Government-to-Government,No,66,6065,4.3,6.7,Yes,No,Medium,4.0,Accelerating,No,High
2020,South Korea,East Asia & Pacific,Non-NATO Ally,No,Ukraine,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,14.4,38,Government-to-Government,Yes,22,4048,1.5,5.4,Yes,Yes,Low,4.7,Declining,Yes,High
2023,China,East Asia & Pacific,Non-Aligned,Yes,Japan,East Asia & Pacific,Sensors & Electronics,Targeting Pod,Offensive,119.5,139,Direct Commercial Sale,No,13,37973,8.2,8.5,No,Yes,Low,2.9,Stable,No,Medium
2009,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Armoured Vehicles,APC,Defensive,44.9,1,Foreign Military Sales (FMS),No,10,16433,7.1,7.6,Yes,No,Low,5.4,Declining,No,Low
2016,Russia,Europe & Central Asia,Non-Aligned,Yes,Singapore,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,71.4,3,Offset Agreement,Yes,29,63416,8.0,5.6,No,No,Low,1.1,Accelerating,No,Low
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,58.0,1,Direct Commercial Sale,No,15,4302,2.1,5.6,Yes,Yes,Low,3.3,Accelerating,No,High
2011,Russia,Europe & Central Asia,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,183.3,1,Direct Commercial Sale,No,20,3623,6.0,2.3,No,Yes,Low,1.9,Accelerating,No,High
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,133.9,36,Direct Commercial Sale,No,15,3780,5.6,1.7,No,Yes,Low,2.9,Declining,No,Low
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Helicopters,Utility Helicopter,Defensive,197.0,2,Foreign Military Sales (FMS),No,23,3485,2.6,5.4,Yes,Yes,Low,4.5,Stable,No,High
2022,United States,North America,NATO,Yes,Greece,Europe & Central Asia,Naval Vessels,Corvette,Offensive,643.8,2,Direct Commercial Sale,No,40,21493,7.5,8.4,Yes,Yes,Low,3.3,Accelerating,No,High
2024,Sweden,Europe & Central Asia,NATO,No,Pakistan,South Asia,Missiles & Air Defence,SAM System,Defensive,240.6,26,Government-to-Government,No,40,1494,2.7,3.7,Yes,Yes,Low,5.2,Accelerating,No,High
2020,United Kingdom,Europe & Central Asia,NATO,Yes,Thailand,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,177.1,155,Multilateral Programme,No,22,7007,5.5,5.1,No,No,Low,1.8,Stable,No,Medium
2007,Germany,Europe & Central Asia,NATO,No,Indonesia,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,150.2,57,Direct Commercial Sale,No,29,3936,5.6,7.0,No,Yes,Medium,1.6,Accelerating,No,Medium
2021,France,Europe & Central Asia,NATO,Yes,Pakistan,South Asia,Helicopters,Naval Helicopter,Defensive,29.3,51,Bilateral Defence Pact,Yes,15,1485,2.7,4.3,Yes,Yes,Low,3.6,Declining,No,High
2014,France,Europe & Central Asia,NATO,Yes,Peru,Latin America & Caribbean,Armoured Vehicles,APC,Defensive,12.2,10,Offset Agreement,Yes,21,7486,3.7,6.7,No,No,Medium,1.8,Accelerating,No,Medium
2010,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,435.8,79,Direct Commercial Sale,No,28,17721,6.6,7.0,Yes,No,Low,2.5,Declining,No,Medium
2022,France,Europe & Central Asia,NATO,Yes,Norway,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,121.5,3,Foreign Military Sales (FMS),No,22,85084,9.3,9.7,No,No,High,2.6,Accelerating,No,Low
2017,United States,North America,NATO,Yes,Algeria,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,46.8,157,Offset Agreement,Yes,8,3638,4.3,4.0,Yes,Yes,High,3.8,Stable,No,High
2024,United States,North America,NATO,Yes,Singapore,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,786.0,89,Government-to-Government,No,34,61326,8.5,6.0,No,No,Low,2.0,Accelerating,No,Medium
2011,China,East Asia & Pacific,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,339.9,35,Bilateral Defence Pact,No,38,3913,2.5,5.7,Yes,Yes,Low,5.7,Accelerating,No,High
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Thailand,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,112.6,35,Government-to-Government,No,42,6976,4.1,4.7,No,No,Low,1.5,Declining,No,Low
2009,Sweden,Europe & Central Asia,NATO,No,Philippines,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,392.1,114,Bilateral Defence Pact,Yes,38,3064,4.3,6.0,Yes,Yes,Low,4.8,Declining,No,High
2020,United States,North America,NATO,Yes,Colombia,Latin America & Caribbean,Helicopters,Transport Helicopter,Defensive,31.6,56,Government-to-Government,Yes,15,6293,4.3,6.1,Yes,No,Medium,4.5,Accelerating,No,Medium
2023,United States,North America,NATO,Yes,Norway,Europe & Central Asia,Helicopters,Attack Helicopter,Offensive,201.9,12,Foreign Military Sales (FMS),Yes,41,87019,8.4,9.6,No,No,High,2.5,Stable,No,Low
2020,France,Europe & Central Asia,NATO,Yes,Kazakhstan,Europe & Central Asia,Sensors & Electronics,EW Suite,Defensive,17.9,17,Bilateral Defence Pact,No,14,10075,4.9,3.1,No,No,High,1.5,Stable,No,Medium
2014,United States,North America,NATO,Yes,Egypt,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,45.3,166,Foreign Military Sales (FMS),No,16,3313,4.0,2.8,Yes,No,Medium,4.0,Stable,No,High
2024,United States,North America,NATO,Yes,Indonesia,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,106.8,33,Foreign Military Sales (FMS),No,15,3928,5.2,6.9,No,Yes,Medium,1.0,Accelerating,No,Medium
2008,United States,North America,NATO,Yes,Indonesia,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,47.1,124,Multilateral Programme,No,27,4191,5.3,6.4,No,Yes,Medium,1.3,Accelerating,No,Medium
2005,Italy,Europe & Central Asia,NATO,No,Norway,Europe & Central Asia,Naval Vessels,Corvette,Offensive,420.7,6,Offset Agreement,Yes,63,76116,8.6,9.2,No,No,High,1.0,Stable,No,Low
2010,Russia,Europe & Central Asia,Non-Aligned,Yes,Thailand,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,22.3,125,Government-to-Government,No,20,6305,4.8,4.8,No,No,Low,1.7,Stable,No,Low
2010,China,East Asia & Pacific,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,154.7,13,Government-to-Government,Yes,40,31620,6.0,8.8,Yes,Yes,Low,3.6,Accelerating,No,High
2014,United States,North America,NATO,Yes,Colombia,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,98.1,11,Government-to-Government,Yes,45,6357,4.3,6.6,Yes,No,Medium,2.1,Accelerating,No,High
